m,n,poly,seed,sub_idx,matrix_idx,true_rank,target_k,selector,u_method,generation_ms,selection_ms,extraction_ms,u_ms,verification_ms,total_ms,fnorm,optimal_fnorm,error_ratio,score,u_bytes,status
4097,4150,false,0,17,4,257,51,matrix_norms,intersection_inverse,245.592310000,1.771340000,0.126179000,0.129207000,0.698133000,2.724859000,0.218569040,0.009561076,22.860297754,1.000000000,10404,ok
4097,4150,false,0,17,4,257,51,matrix_norms,svd_pseudoinverse,245.592310000,1.771340000,0.126179000,7.933313000,0.701215000,10.532047000,0.032735739,0.009561076,3.423855170,1.000000000,10404,ok
4097,4150,false,0,17,4,257,51,randomized_range,intersection_inverse,245.592310000,4.576270000,0.117604000,0.129536000,0.673174000,5.496584000,0.218569040,0.009561076,22.860297754,1.000000000,10404,ok
4097,4150,false,0,17,4,257,51,randomized_range,svd_pseudoinverse,245.592310000,4.576270000,0.117604000,7.884002000,0.713459000,13.291335000,0.032735739,0.009561076,3.423855170,1.000000000,10404,ok
4097,4150,false,1,0,0,4097,341,matrix_norms,intersection_inverse,154.329425000,1.736473000,0.162910000,18.332663000,1.093126000,21.325172000,75.366264343,0.238158822,316.453800416,1.000000000,465124,ok
4097,4150,false,1,0,0,4097,341,matrix_norms,svd_pseudoinverse,154.329425000,1.736473000,0.162910000,98.772646000,1.356087000,102.028116000,0.625849009,0.238158822,2.627864058,1.000000000,465124,ok
4097,4150,false,1,0,0,4097,341,randomized_range,intersection_inverse,154.329425000,15.922162000,0.275829000,19.328916000,1.078785000,36.605692000,17.034778595,0.238158822,71.526968632,1.000000000,465124,ok
4097,4150,false,1,0,0,4097,341,randomized_range,svd_pseudoinverse,154.329425000,15.922162000,0.275829000,103.564762000,1.355795000,121.118548000,0.626310170,0.238158822,2.629800418,1.000000000,465124,ok
4097,4150,false,1,1,0,4097,204,matrix_norms,intersection_inverse,154.329425000,1.896932000,0.173894000,4.105249000,0.898547000,7.074622000,23.851444244,0.497880459,47.905965822,1.000000000,166464,ok
4097,4150,false,1,1,0,4097,204,matrix_norms,svd_pseudoinverse,154.329425000,1.896932000,0.173894000,51.783083000,1.100603000,54.954512000,1.131342649,0.497880459,2.272317841,1.000000000,166464,ok
4097,4150,false,1,1,0,4097,204,randomized_range,intersection_inverse,154.329425000,10.588912000,0.167126000,4.047739000,0.873675000,15.677452000,11.682716370,0.497880459,23.464902393,1.000000000,166464,ok
4097,4150,false,1,1,0,4097,204,randomized_range,svd_pseudoinverse,154.329425000,10.588912000,0.167126000,52.166463000,1.109842000,64.032343000,1.133304358,0.497880459,2.276257960,1.000000000,166464,ok
4097,4150,false,1,2,1,2049,170,matrix_norms,intersection_inverse,154.329425000,1.750746000,0.152718000,2.463275000,0.832663000,5.199402000,3444.178466797,0.169633135,20303.689268876,0.008422115,115600,ok
4097,4150,false,1,2,1,2049,170,matrix_norms,svd_pseudoinverse,154.329425000,1.750746000,0.152718000,36.075518000,0.880859000,38.859841000,0.447193027,0.169633135,2.636236287,1.000000000,115600,ok
4097,4150,false,1,2,1,2049,170,randomized_range,intersection_inverse,154.329425000,9.020099000,0.180802000,2.450973000,0.839542000,12.491416000,9.285434723,0.169633135,54.738331117,1.000000000,115600,ok
4097,4150,false,1,2,1,2049,170,randomized_range,svd_pseudoinverse,154.329425000,9.020099000,0.180802000,33.542248000,0.991648000,43.734797000,0.446145445,0.169633135,2.630060717,1.000000000,115600,ok
4097,4150,false,1,3,1,2049,102,matrix_norms,intersection_inverse,154.329425000,1.723506000,0.142830000,0.621822000,0.718592000,3.206750000,10.480816841,0.353119880,29.680619631,1.000000000,41616,ok
4097,4150,false,1,3,1,2049,102,matrix_norms,svd_pseudoinverse,154.329425000,1.723506000,0.142830000,18.839132000,0.818875000,21.524343000,0.794923663,0.353119880,2.251143898,1.000000000,41616,ok
4097,4150,false,1,3,1,2049,102,randomized_range,intersection_inverse,154.329425000,6.228552000,0.152420000,0.603720000,0.720612000,7.705304000,9.546449661,0.353119880,27.034585712,1.000000000,41616,ok
4097,4150,false,1,3,1,2049,102,randomized_range,svd_pseudoinverse,154.329425000,6.228552000,0.152420000,18.986171000,0.841006000,26.208149000,0.795769215,0.353119880,2.253538415,1.000000000,41616,ok
4097,4150,false,1,4,1,2049,341,matrix_norms,intersection_inverse,154.329425000,1.756436000,0.171539000,19.427391000,1.101675000,22.457041000,1.224444032,0.041730363,29.341801652,1.000000000,465124,ok
4097,4150,false,1,4,1,2049,341,matrix_norms,svd_pseudoinverse,154.329425000,1.756436000,0.171539000,97.310148000,1.477165000,100.715288000,0.132308841,0.041730363,3.170565303,1.000000000,465124,ok
4097,4150,false,1,4,1,2049,341,randomized_range,intersection_inverse,154.329425000,15.983717000,0.202614000,19.738456000,1.131553000,37.056340000,1.224443793,0.041730363,29.341795939,1.000000000,465124,ok
4097,4150,false,1,4,1,2049,341,randomized_range,svd_pseudoinverse,154.329425000,15.983717000,0.202614000,99.747376000,1.420107000,117.353814000,0.132308826,0.041730363,3.170564946,1.000000000,465124,ok
4097,4150,false,1,5,1,2049,204,matrix_norms,intersection_inverse,154.329425000,1.890236000,0.176253000,4.025267000,0.912278000,7.004034000,3.157021523,0.123552322,25.552101826,1.000000000,166464,ok
4097,4150,false,1,5,1,2049,204,matrix_norms,svd_pseudoinverse,154.329425000,1.890236000,0.176253000,50.755231000,1.159549000,53.981269000,0.338725597,0.123552322,2.741555886,1.000000000,166464,ok
4097,4150,false,1,5,1,2049,204,randomized_range,intersection_inverse,154.329425000,10.631911000,0.170832000,4.107414000,0.889709000,15.799866000,8.369582176,0.123552322,67.741196721,1.000000000,166464,ok
4097,4150,false,1,5,1,2049,204,randomized_range,svd_pseudoinverse,154.329425000,10.631911000,0.170832000,49.711131000,1.133535000,61.647409000,0.338975370,0.123552322,2.743577485,1.000000000,166464,ok
4097,4150,false,1,6,2,1025,85,matrix_norms,intersection_inverse,154.329425000,1.733076000,0.111836000,0.396475000,0.706599000,2.947986000,3.835234165,0.120530151,31.819707673,1.000000000,28900,ok
4097,4150,false,1,6,2,1025,85,matrix_norms,svd_pseudoinverse,154.329425000,1.733076000,0.111836000,15.934583000,0.749234000,18.528729000,0.314578354,0.120530151,2.609955701,1.000000000,28900,ok
4097,4150,false,1,6,2,1025,85,randomized_range,intersection_inverse,154.329425000,5.633723000,0.140634000,0.360689000,0.673050000,6.808096000,3.835234404,0.120530151,31.819709651,1.000000000,28900,ok
4097,4150,false,1,6,2,1025,85,randomized_range,svd_pseudoinverse,154.329425000,5.633723000,0.140634000,14.834867000,0.734461000,21.343685000,0.314578354,0.120530151,2.609955701,1.000000000,28900,ok
4097,4150,false,1,7,2,1025,51,matrix_norms,intersection_inverse,154.329425000,1.736894000,0.097310000,0.146029000,0.671091000,2.651324000,5.458926201,0.251202792,21.731152584,1.000000000,10404,ok
4097,4150,false,1,7,2,1025,51,matrix_norms,svd_pseudoinverse,154.329425000,1.736894000,0.097310000,8.181622000,0.726549000,10.742375000,0.569533527,0.251202792,2.267226103,1.000000000,10404,ok
4097,4150,false,1,7,2,1025,51,randomized_range,intersection_inverse,154.329425000,4.577112000,0.106915000,0.144740000,0.667495000,5.496262000,5.458926201,0.251202792,21.731152584,1.000000000,10404,ok
4097,4150,false,1,7,2,1025,51,randomized_range,svd_pseudoinverse,154.329425000,4.577112000,0.106915000,8.020678000,0.712840000,13.417545000,0.569533527,0.251202792,2.267226103,1.000000000,10404,ok
4097,4150,false,1,8,2,1025,170,matrix_norms,intersection_inverse,154.329425000,1.731470000,0.152795000,2.432263000,0.857880000,5.174408000,11.046578407,0.029823966,370.392666326,0.461672208,115600,ok
4097,4150,false,1,8,2,1025,170,matrix_norms,svd_pseudoinverse,154.329425000,1.731470000,0.152795000,34.668411000,0.838620000,37.391296000,0.093812384,0.029823966,3.145536804,1.000000000,115600,ok
4097,4150,false,1,8,2,1025,170,randomized_range,intersection_inverse,154.329425000,8.949951000,0.157703000,2.244799000,0.807671000,12.160124000,11.046578407,0.029823966,370.392666326,0.461672208,115600,ok
4097,4150,false,1,8,2,1025,170,randomized_range,svd_pseudoinverse,154.329425000,8.949951000,0.157703000,32.138227000,0.872407000,42.118288000,0.093812369,0.029823966,3.145536304,1.000000000,115600,ok
4097,4150,false,1,9,2,1025,102,matrix_norms,intersection_inverse,154.329425000,1.732540000,0.108023000,0.623522000,0.763398000,3.227483000,25.050907135,0.087755352,285.463011546,0.360817324,41616,ok
4097,4150,false,1,9,2,1025,102,matrix_norms,svd_pseudoinverse,154.329425000,1.732540000,0.108023000,18.406892000,0.758855000,21.006310000,0.240925997,0.087755352,2.745427957,1.000000000,41616,ok
4097,4150,false,1,9,2,1025,102,randomized_range,intersection_inverse,154.329425000,6.233342000,0.147799000,0.625265000,0.699203000,7.705609000,25.050907135,0.087755352,285.463011546,0.360817324,41616,ok
4097,4150,false,1,9,2,1025,102,randomized_range,svd_pseudoinverse,154.329425000,6.233342000,0.147799000,18.300544000,0.762915000,25.444600000,0.240925997,0.087755352,2.745427957,1.000000000,41616,ok
4097,4150,false,1,10,2,1025,341,matrix_norms,intersection_inverse,154.329425000,1.693251000,0.158757000,19.235113000,1.056037000,22.143158000,1.517612219,0.003861315,393.029860247,0.870162892,465124,ok
4097,4150,false,1,10,2,1025,341,matrix_norms,svd_pseudoinverse,154.329425000,1.693251000,0.158757000,93.127913000,1.407722000,96.387643000,0.014649266,0.003861315,3.793853954,1.000000000,465124,ok
4097,4150,false,1,10,2,1025,341,randomized_range,intersection_inverse,154.329425000,15.997335000,0.287455000,19.342858000,1.091977000,36.719625000,1.517612815,0.003861315,393.030014611,0.870162551,465124,ok
4097,4150,false,1,10,2,1025,341,randomized_range,svd_pseudoinverse,154.329425000,15.997335000,0.287455000,93.833099000,1.346908000,111.464797000,0.014649204,0.003861315,3.793837794,1.000000000,465124,ok
4097,4150,false,1,11,2,1025,204,matrix_norms,intersection_inverse,154.329425000,1.888037000,0.162917000,3.996020000,0.900367000,6.947341000,0.927257717,0.018753905,49.443447864,1.000000000,166464,ok
4097,4150,false,1,11,2,1025,204,matrix_norms,svd_pseudoinverse,154.329425000,1.888037000,0.162917000,49.182580000,1.092181000,52.325715000,0.061578333,0.018753905,3.283493964,1.000000000,166464,ok
4097,4150,false,1,11,2,1025,204,randomized_range,intersection_inverse,154.329425000,10.649529000,0.164516000,4.062361000,0.889676000,15.766082000,0.927257776,0.018753905,49.443451042,1.000000000,166464,ok
4097,4150,false,1,11,2,1025,204,randomized_range,svd_pseudoinverse,154.329425000,10.649529000,0.164516000,48.747376000,1.125291000,60.686712000,0.061578352,0.018753905,3.283494957,1.000000000,166464,ok
4097,4150,false,1,12,3,513,85,matrix_norms,intersection_inverse,154.329425000,1.757743000,0.114396000,0.400908000,0.703648000,2.976695000,0.572342634,0.021238355,26.948538864,1.000000000,28900,ok
4097,4150,false,1,12,3,513,85,matrix_norms,svd_pseudoinverse,154.329425000,1.757743000,0.114396000,15.972599000,0.804058000,18.648796000,0.064956076,0.021238355,3.058432564,1.000000000,28900,ok
4097,4150,false,1,12,3,513,85,randomized_range,intersection_inverse,154.329425000,5.715978000,0.146510000,0.394975000,0.711716000,6.969179000,0.572342634,0.021238355,26.948538864,1.000000000,28900,ok
4097,4150,false,1,12,3,513,85,randomized_range,svd_pseudoinverse,154.329425000,5.715978000,0.146510000,14.841430000,0.737175000,21.441093000,0.064956076,0.021238355,3.058432564,1.000000000,28900,ok
4097,4150,false,1,13,3,513,51,matrix_norms,intersection_inverse,154.329425000,1.688441000,0.118397000,0.130848000,0.661721000,2.599407000,0.981602430,0.062606543,15.678911158,1.000000000,10404,ok
4097,4150,false,1,13,3,513,51,matrix_norms,svd_pseudoinverse,154.329425000,1.688441000,0.118397000,7.964371000,0.736218000,10.507427000,0.175157592,0.062606543,2.797752159,1.000000000,10404,ok
4097,4150,false,1,13,3,513,51,randomized_range,intersection_inverse,154.329425000,4.617207000,0.108776000,0.124873000,0.675451000,5.526307000,1.546235800,0.062606543,24.697670854,1.000000000,10404,ok
4097,4150,false,1,13,3,513,51,randomized_range,svd_pseudoinverse,154.329425000,4.617207000,0.108776000,7.936685000,0.724793000,13.387461000,0.174682871,0.062606543,2.790169546,1.000000000,10404,ok
4097,4150,false,1,14,3,513,170,matrix_norms,intersection_inverse,154.329425000,1.747705000,0.155468000,2.432781000,0.850083000,5.186037000,0.138059527,0.002772897,49.788916597,1.000000000,115600,ok
4097,4150,false,1,14,3,513,170,matrix_norms,svd_pseudoinverse,154.329425000,1.747705000,0.155468000,34.336941000,0.915559000,37.155673000,0.010635286,0.002772897,3.835442308,1.000000000,115600,ok
4097,4150,false,1,14,3,513,170,randomized_range,intersection_inverse,154.329425000,9.071210000,0.169586000,2.451304000,0.838398000,12.530498000,0.138059527,0.002772897,49.788916597,1.000000000,115600,ok
4097,4150,false,1,14,3,513,170,randomized_range,svd_pseudoinverse,154.329425000,9.071210000,0.169586000,32.769476000,0.898737000,42.909009000,0.010635286,0.002772897,3.835442308,1.000000000,115600,ok
4097,4150,false,1,15,3,513,102,matrix_norms,intersection_inverse,154.329425000,1.738319000,0.113285000,0.639674000,0.742857000,3.234135000,0.214003295,0.013347575,16.033122314,1.000000000,41616,ok
4097,4150,false,1,15,3,513,102,matrix_norms,svd_pseudoinverse,154.329425000,1.738319000,0.113285000,18.185586000,0.758376000,20.795566000,0.043070756,0.013347575,3.226860121,1.000000000,41616,ok
